StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID1319008722_1,QID1319008722_2,QID1319008722_3,QID63,"#1_1_1","#1_1_2","#1_1_3","#1_1_4",QID75,QID76,QID21,QID23,QID24,QID85,"#1_1_1","#2_1",QID77,QID25,QID29_1,QID29_2,QID30,QID73_1,QID73_2,QID74_1,QID74_2,QID72,"#1_1_1","#2_1","#1_1_1","#1_2_1","#1_3_1","#1_4_1","#1_5_1","#1_6_1","#1_7_1","#1_8_1","#1_9_1","#1_10_1","#1_11_1","#1_12_1","#1_13_1","#2_1","#2_2","#2_3","#2_4","#2_5","#2_6","#2_7","#2_8","#2_9","#2_10","#2_11","#2_12","#2_13",QID33,"#1_1_1","#1_2_1","#2_1","#2_2",QID91,QID37,QID39_1,QID39_2,QID39_3,QID39_4,QID39_5,QID39_6,QID39_7,QID39_8,QID38,QID42,QID41,QID43,QID44,QID45_1,QID45_2,QID45_3,QID45_4,QID45_5,QID45_6,QID46,"#1_1_1","#1_2_1","#2_1","#2_2",QID49,QID87,QID88,"#1_1_1","#1_2_1","#1_3_1","#1_4_1","#1_5_1","#2_1","#2_2","#2_3","#2_4","#2_5",QID51,"#1_1_1","#2_1","#1_1_1","#1_2_1","#1_3_1","#1_4_1","#1_5_1","#1_6_1","#2_1","#2_2","#2_3","#2_4","#2_5","#2_6",QID53,QID54,QID55,QID56,QID57,QID58,QID78
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Date - Month,Date - Day,Date - Year,Program_name,Where is your program located? - Address - Record value: - City,Where is your program located? - Address - Record value: - State/Province,Where is your program located? - Address - Record value: - Country,Where is your program located? - Address - Record value: - Postal code,Broader_organization,Organization_name,Organization_type,Organization_type_comments,Network,Network_comments_no,Network_name_scope - Name - What is the name and scale of this larger organization or network? - Answer,Network_name_scope - Scale - What is the name and scale of this larger organization or network?,Network_facilitate,Network_comments_yes,Start_year - Program start year,Start_year - # of years of donations for your program,Start_year_comments,What is the start of that period? - Month,What is the start of that period? - Year,What is the end of that period? - Month,What is the end of that period? - Year,Data_year_comments,Total_donation_lbs - Record value - Total lbs - Answer,Total_donation_lbs - Data classification - Total lbs,Donation - Record lbs for taxa - White-tailed deer - Answer,Donation - Record lbs for taxa - Mule deer - Answer,Donation - Record lbs for taxa - Pronghorn antelope - Answer,Donation - Record lbs for taxa - Elk - Answer,Donation - Record lbs for taxa - Wild turkey - Answer,Donation - Record lbs for taxa - Black bear - Answer,Donation - Record lbs for taxa - Moose - Answer,Donation - Record lbs for taxa - Wild pig - Answer,Donation - Record lbs for taxa - Sheep/goats - Answer,Donation - Record lbs for taxa - Bison - Answer,Donation - Record lbs for taxa - Alligator - Answer,Donation - Record lbs for taxa - Other game birds - Answer,Donation - Record lbs for taxa - Other - Answer,Donation - Data classification - White-tailed deer,Donation - Data classification - Mule deer,Donation - Data classification - Pronghorn antelope,Donation - Data classification - Elk,Donation - Data classification - Wild turkey,Donation - Data classification - Black bear,Donation - Data classification - Moose,Donation - Data classification - Wild pig,Donation - Data classification - Sheep/goats,Donation - Data classification - Bison,Donation - Data classification - Alligator,Donation - Data classification - Other game birds,Donation - Data classification - Other,Comments,Program_reach - Record value - Average distance that donations traveled (mi) - Answer,Program_reach - Record value - Maximum distance that donations traveled (mi) - Answer,Program_reach - Data classification - Average distance that donations traveled (mi),Program_reach - Data classification - Maximum distance that donations traveled (mi),Program_scale,Program_reach_comments,Challenges - USDA inspection,Challenges - State agriculture agency inspection,Challenges - Hunter participation,Challenges - Funding,Challenges - Recruit/maintaining processors,Challenges - Meat transportation,Challenges - Meat storage,Challenges - Other,Challenges_comments,State_agency_collaboration,State_agency_collaboration_comments,Expansion,Expansion_comments,Expansion_limitation - Funding,Expansion_limitation - Hunter participation,Expansion_limitation - Meat storage,Expansion_limitation - Meat transportation,Expansion_limitation - Processor participation,Expansion_limitation - Other,Expansion_limitations_comments,"#_processors_foodbanks - Record value - Meat processors - Answer","#_processors_foodbanks - Record value - Recipient organizations - Answer","#_processors_foodbanks - Select option - Meat processors","#_processors_foodbanks - Select option - Recipient organizations","#_processors_foodbanks_comments",public_list_accurate,public_list_accurate_comments,Employees - Record value - # of volunteers - Answer,Employees - Record value - Total volunteer hours - Answer,Employees - Record value - # of full-time paid employees - Answer,Employees - Record value - # of part-time paid employees - Answer,Employees - Record value - Total hours for paid employees - Answer,Employees - Select option - # of volunteers,Employees - Select option - Total volunteer hours,Employees - Select option - # of full-time paid employees,Employees - Select option - # of part-time paid employees,Employees - Select option - Total hours for paid employees,Employees_comments,Funding_total - Record amount - Total annual funds - Answer,Funding_total - Data classification - Total annual funds,Funding_categories - Record amount - Public donations - Answer,Funding_categories - Record amount - Corporate sponsors - Answer,Funding_categories - Record amount - Nonprofit sponsors - Answer,Funding_categories - Record amount - Grants - Answer,Funding_categories - Record amount - Stage agency - Answer,Funding_categories - Record amount - Other - Answer,Funding_categories - Data classification - Public donations,Funding_categories - Data classification - Corporate sponsors,Funding_categories - Data classification - Nonprofit sponsors,Funding_categories - Data classification - Grants,Funding_categories - Data classification - Stage agency,Funding_categories - Data classification - Other,Funding_comments,Follow-up,Follow-up_comments,Acknowledgement,Acknowledgement_comments,Other programs.,"If there is anything else you would like to say about your program or this survey, please use the comment section below. Thank you for your time!"
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1319008722_1""}","{""ImportId"":""QID1319008722_2""}","{""ImportId"":""QID1319008722_3""}","{""ImportId"":""QID63_TEXT""}","{""ImportId"":""QID20#1_1_1""}","{""ImportId"":""QID20#1_1_2""}","{""ImportId"":""QID20#1_1_3""}","{""ImportId"":""QID20#1_1_4""}","{""ImportId"":""QID75""}","{""ImportId"":""QID76_TEXT""}","{""ImportId"":""QID21""}","{""ImportId"":""QID23_TEXT""}","{""ImportId"":""QID24""}","{""ImportId"":""QID85_TEXT""}","{""ImportId"":""QID59#1_1_1""}","{""ImportId"":""QID59#2_1""}","{""ImportId"":""QID77""}","{""ImportId"":""QID25_TEXT""}","{""ImportId"":""QID29_1""}","{""ImportId"":""QID29_2""}","{""ImportId"":""QID30_TEXT""}","{""ImportId"":""QID73_1""}","{""ImportId"":""QID73_2""}","{""ImportId"":""QID74_1""}","{""ImportId"":""QID74_2""}","{""ImportId"":""QID72_TEXT""}","{""ImportId"":""QID32#1_1_1""}","{""ImportId"":""QID32#2_1""}","{""ImportId"":""QID31#1_1_1""}","{""ImportId"":""QID31#1_2_1""}","{""ImportId"":""QID31#1_3_1""}","{""ImportId"":""QID31#1_4_1""}","{""ImportId"":""QID31#1_5_1""}","{""ImportId"":""QID31#1_6_1""}","{""ImportId"":""QID31#1_7_1""}","{""ImportId"":""QID31#1_8_1""}","{""ImportId"":""QID31#1_9_1""}","{""ImportId"":""QID31#1_10_1""}","{""ImportId"":""QID31#1_11_1""}","{""ImportId"":""QID31#1_12_1""}","{""ImportId"":""QID31#1_13_1""}","{""ImportId"":""QID31#2_1""}","{""ImportId"":""QID31#2_2""}","{""ImportId"":""QID31#2_3""}","{""ImportId"":""QID31#2_4""}","{""ImportId"":""QID31#2_5""}","{""ImportId"":""QID31#2_6""}","{""ImportId"":""QID31#2_7""}","{""ImportId"":""QID31#2_8""}","{""ImportId"":""QID31#2_9""}","{""ImportId"":""QID31#2_10""}","{""ImportId"":""QID31#2_11""}","{""ImportId"":""QID31#2_12""}","{""ImportId"":""QID31#2_13""}","{""ImportId"":""QID33_TEXT""}","{""ImportId"":""QID35#1_1_1""}","{""ImportId"":""QID35#1_2_1""}","{""ImportId"":""QID35#2_1""}","{""ImportId"":""QID35#2_2""}","{""ImportId"":""QID91""}","{""ImportId"":""QID37_TEXT""}","{""ImportId"":""QID39_1""}","{""ImportId"":""QID39_2""}","{""ImportId"":""QID39_3""}","{""ImportId"":""QID39_4""}","{""ImportId"":""QID39_5""}","{""ImportId"":""QID39_6""}","{""ImportId"":""QID39_7""}","{""ImportId"":""QID39_8""}","{""ImportId"":""QID38_TEXT""}","{""ImportId"":""QID42""}","{""ImportId"":""QID41_TEXT""}","{""ImportId"":""QID43""}","{""ImportId"":""QID44_TEXT""}","{""ImportId"":""QID45_1""}","{""ImportId"":""QID45_2""}","{""ImportId"":""QID45_3""}","{""ImportId"":""QID45_4""}","{""ImportId"":""QID45_5""}","{""ImportId"":""QID45_6""}","{""ImportId"":""QID46_TEXT""}","{""ImportId"":""QID86#1_1_1""}","{""ImportId"":""QID86#1_2_1""}","{""ImportId"":""QID86#2_1""}","{""ImportId"":""QID86#2_2""}","{""ImportId"":""QID49_TEXT""}","{""ImportId"":""QID87""}","{""ImportId"":""QID88_TEXT""}","{""ImportId"":""QID1319072884#1_1_1""}","{""ImportId"":""QID1319072884#1_2_1""}","{""ImportId"":""QID1319072884#1_3_1""}","{""ImportId"":""QID1319072884#1_4_1""}","{""ImportId"":""QID1319072884#1_5_1""}","{""ImportId"":""QID1319072884#2_1""}","{""ImportId"":""QID1319072884#2_2""}","{""ImportId"":""QID1319072884#2_3""}","{""ImportId"":""QID1319072884#2_4""}","{""ImportId"":""QID1319072884#2_5""}","{""ImportId"":""QID51_TEXT""}","{""ImportId"":""QID66#1_1_1""}","{""ImportId"":""QID66#2_1""}","{""ImportId"":""QID52#1_1_1""}","{""ImportId"":""QID52#1_2_1""}","{""ImportId"":""QID52#1_3_1""}","{""ImportId"":""QID52#1_4_1""}","{""ImportId"":""QID52#1_5_1""}","{""ImportId"":""QID52#1_6_1""}","{""ImportId"":""QID52#2_1""}","{""ImportId"":""QID52#2_2""}","{""ImportId"":""QID52#2_3""}","{""ImportId"":""QID52#2_4""}","{""ImportId"":""QID52#2_5""}","{""ImportId"":""QID52#2_6""}","{""ImportId"":""QID53_TEXT""}","{""ImportId"":""QID54""}","{""ImportId"":""QID55_TEXT""}","{""ImportId"":""QID56""}","{""ImportId"":""QID57_TEXT""}","{""ImportId"":""QID58_TEXT""}","{""ImportId"":""QID78_TEXT""}"
2024-05-21 15:38:33,2024-05-21 15:50:28,IP Address,100,714,True,2024-05-21 15:50:29,R_5kfdltPXt0GYiUF,email,EN,May,21,2024,Yukon Wild Game Donation,Whitehorse,Yukon,Canada,Y1a7a2,Yes,Environment Yukon,Natural resource state agency,,No,,,,,,2018,7,The program has taken very few donations since COVID,April,2018,May,2024,,2000lbs,Estimated,0,0,0,0,0,0,1000,0,0,1000,0,0,0,Estimated,Actual,Actual,Actual,Actual,Actual,Estimated,Actual,Actual,Estimated,Actual,Actual,Actual,,100,250,Estimated,Estimated,State,,,2,9,2,7,1,2,,"We had a surprisingly low amount of hunter participation. ",,,No,,,,,,,,,5,3,Estimated,Actual,"We are only permitted to give meat to the food bank, hospital, youth centre ",Yes,,20,30,2,0,25,Estimated,Estimated,Actual,Estimated,Estimated,,$2500,Estimated,0,0,0,0,$2500,0,,,,,,,,Yes,,No,,No,
2024-05-21 15:35:54,2024-05-21 16:13:04,IP Address,100,2229,True,2024-05-21 16:13:05,R_187LTT6bg79ZhRv,email,EN,May,21,2024,South Dakota Sportsmen Against Hunger,Rapid City,SD,United States,57701-2422,No,,Wild game meat donation program,,Yes,,Feeding South Dakota/ Feeding America,State,Yes,,1991,33,,January,1991,December,2024,"Not sure I understand this question
Program started in 1991 and continues to this day","1,200,000",Estimated,49,49,1,1,0,0,0,0,0,0,0,0,0,Percentage,Percentage,Percentage,Percentage,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,,10,200,Estimated,Estimated,State,,1,1,2,4,9,,2,,,Yes,,No,,,,,,,,,25,250,Estimated,Estimated,,Yes,,4,40,0,1,??,Estimated,Estimated,Actual,Estimated,Actual,Our exec director is paid a salary,"60,000",,60,10,0,10,20,0,Percentage,Percentage,,Percentage,Percentage,,,No,,No,,no,
2024-05-21 16:13:27,2024-05-21 16:31:10,IP Address,100,1062,True,2024-05-21 16:31:11,R_3jIkhOsUWtmvyjn,email,EN,May,21,2024,Lehigh Valley FHFH,Mertztown,PA,United States,19539,No,,Wild game meat donation program,,Yes,,Farmers and Hunters Feeding the Hungry,National,No,I have to find places to have the meat sent to.,2016,8,Going into the 9th hunting season starting in September,September,2016,,,,3500,Estimated,3500,0,0,0,0,0,0,0,0,0,0,0,0,Estimated,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,,15,60,Estimated,Estimated,Multiple counties,"Berks, Lehigh and Northhampton",5,,8,6,8,0,0,,"Finding butchers and hunters willing to participate in the program.  Everyone seems to say it is a great program, just not always interested in helping out.  ",No,,Yes,"The food pantries that receive the venison, all could use more.  Meat is usually the number one thing that they do not have",5,10,1,0,10,0,,2,3,Actual,Actual,,Yes,,1,100,0,0,0,Actual,Estimated,Actual,Actual,Actual,I am the only volunteer for the Lehigh Valley FHFH Chapter,$3500,Estimated,0,0,2500,1000,0,0,,,Estimated,Estimated,,,,Yes,,No,,Hunters feeding the Hungry - PA State funded program,
2024-05-22 06:15:16,2024-05-22 06:19:54,IP Address,100,277,True,2024-05-22 06:19:55,R_7QCNPwrtGw5ohDX,email,EN,May,22,2024,Hunters for the HUngry,Covington,GA,United States,30014,No,,"Sportsmen, hunting, or conservation organization",,No,,,,,,1991,,,,,,,,8000,Actual,8000,0,0,0,0,0,0,0,0,0,0,0,0,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,,25,75,Estimated,Estimated,State,,,,3,8,3,,3,,,No,,Yes,,8,2,4,2,4,,,12,12,Actual,Actual,,No,,,,1,,,Actual,Estimated,Actual,Estimated,Actual,,10000,Estimated,500,2500,0,0,0,0,,,,,,,,Yes,,No,,,
2024-05-22 06:30:38,2024-05-22 06:43:02,IP Address,100,743,True,2024-05-22 06:43:02,R_1w1fiykAHoLyNN6,email,EN,May,22,2024,Hunt To Feed,Hartford,Connecticut,USA,06010,No,,Wild game meat donation program,,No,,,,,,2023,1,,June,2023,January,2024,,735,Actual,687,0,0,48,0,0,0,0,0,0,0,0,0,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,,12,16,Estimated,Estimated,State,,,,7,10,6,2,,,,No,,Yes,"We are only limited by proximity to butchers and funding. There is a large need for meat in the state and there is a large group of willing hunters to donate wild game. Together between the needs of our residents and the willingness of hunters, we see no limits on how we can continue to expand our capabilities throughout the state.",10,6,4,1,8,,,4,1,Actual,Actual,,No,website is lacking 2023 donation information. thanks for the reminder to update.,1,200,0,0,0,Actual,Estimated,Actual,Actual,Actual,,5325,Actual,325,0,2000,3000,0,0,Actual,Actual,Actual,Actual,Actual,Actual,,Yes,,Yes,,,
2024-05-22 09:15:52,2024-05-22 09:22:38,IP Address,100,406,True,2024-05-22 09:22:39,R_1n75EAo7V3uk9jr,email,EN,May,22,2024,Alabama Hunters Helping the Hungry,Montgomery,Alabama,United States,36130,No,,Natural resource state agency,,Yes,,,State,Yes,,1999,25,,October,2023,March,2024,,35000,Estimated,35000,0,0,0,0,0,0,0,0,0,0,0,0,Estimated,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,,,,Estimated,Estimated,,,,,,,,,,,,,,No,,,,,,,,,11,31,Actual,Actual,,Yes,,50,150,2,0,20,Estimated,Estimated,Estimated,Estimated,Estimated,,,,0,0,0,0,0,0,,,,,,,,No,,No,,,
2024-05-22 09:41:53,2024-05-22 09:57:30,IP Address,100,936,True,2024-05-22 09:57:31,R_629lXiJqPegci2d,email,EN,May,22,2024,"North Carolina Hunters for the Hungry, Inc.",,North Carolina,,,No,,Wild game meat donation program,"NGO, white-tail deer only",No,stand-alone non-profit,,,,,1993,since 1993,,September,2022,January,2023,We haven't received all of our data from meat processors for the 2023-2024 season yet.,"34,500",Estimated,"34,500",0,0,0,0,0,0,0,0,0,0,0,0,Estimated,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,,25,unsure,Estimated,Estimated,State,,,5,4,8,5,4,8,8,CWD testing/surveillance is the 'other',No,,Yes,"NCHFTH could increase the number of deer donated by hunters by increasing advertising for the program; however, the program balances deer donated with estimated/limited funding.",9,3,8,5,9,,,16,55,Estimated,Estimated,This fluctuates annually.,,,unsure,unsure,0,0,0,Estimated,Estimated,Actual,Actual,Actual,,,,0,0,0,0,0,0,,,,,,,,No,,No,unsure about listing the name/location,,Will this data be used to possibly increase resources/assistance for these programs?
2024-05-22 11:34:38,2024-05-22 11:51:52,IP Address,100,1034,True,2024-05-22 11:51:53,R_5fB6LKqcSUVBya9,email,EN,May,22,2024,Hocking county FHFH,Logan,Ohio,United States,43138,Yes,FHFH,Wild game meat donation program,,Yes,,Farmers and Hunters Feeding the Hungry,National,No,," 2006",17,,September,2023,January,2024,,750,Estimated,0,0,0,0,0,0,0,0,0,0,0,0,0,Estimated,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,,20mi,30mi,Estimated,Estimated,Multiple counties,,,,6,9,,,4,,,No,,Yes,,10,10,,,,,,1,1,Actual,Actual,,Yes,,2,30,0,0,0,Actual,Estimated,Actual,Estimated,Actual,,$500,Estimated,$500,0,0,0,0,0,Estimated,,,,,,,Yes,740-385-3337,Yes,We are listed as New Creations Deer Processing -Hocking County FHFH,,
